country_code,country_name,date,topic_group,avg_interest,n_rows
GB,United Kingdom,2026-02-15,impact_play,24,1
GB,United Kingdom,2026-02-15,otk,24,1
GB,United Kingdom,2026-02-15,spanking,19,3
GB,United Kingdom,2026-02-15,adult_corporal_punishment,0,1
GB,United Kingdom,2026-02-22,bdsm_general,74,1
GB,United Kingdom,2026-02-22,otk,24,1
GB,United Kingdom,2026-02-22,spanking,19.666666666666668,3
GB,United Kingdom,2026-02-22,impact_play,17,1
GB,United Kingdom,2026-02-22,adult_corporal_punishment,0,1
GB,United Kingdom,2026-02-22,domestic_discipline,0,1
GB,United Kingdom,2026-03-01,bdsm_general,71,1
GB,United Kingdom,2026-03-01,otk,24,1
GB,United Kingdom,2026-03-01,spanking,20,3
GB,United Kingdom,2026-03-01,impact_play,5,1
GB,United Kingdom,2026-03-01,adult_corporal_punishment,0,1
GB,United Kingdom,2026-03-01,domestic_discipline,0,1
GB,United Kingdom,2026-03-08,bdsm_general,73,1
GB,United Kingdom,2026-03-08,otk,28,1
GB,United Kingdom,2026-03-08,spanking,20,3
GB,United Kingdom,2026-03-08,impact_play,5,1
GB,United Kingdom,2026-03-08,adult_corporal_punishment,0,1
GB,United Kingdom,2026-03-08,domestic_discipline,0,1
GB,United Kingdom,2026-03-15,bdsm_general,79,1
GB,United Kingdom,2026-03-15,otk,31,1
GB,United Kingdom,2026-03-15,spanking,22.666666666666668,3
GB,United Kingdom,2026-03-15,impact_play,4,1
GB,United Kingdom,2026-03-15,adult_corporal_punishment,0,1
GB,United Kingdom,2026-03-15,domestic_discipline,0,1
GB,United Kingdom,2026-03-22,bdsm_general,69,1
GB,United Kingdom,2026-03-22,otk,26,1
GB,United Kingdom,2026-03-22,spanking,22.333333333333332,3
GB,United Kingdom,2026-03-22,impact_play,4,1
GB,United Kingdom,2026-03-22,adult_corporal_punishment,0,1
GB,United Kingdom,2026-03-22,domestic_discipline,0,1
GB,United Kingdom,2026-03-29,bdsm_general,74,1
GB,United Kingdom,2026-03-29,spanking,31.666666666666668,3
GB,United Kingdom,2026-03-29,domestic_discipline,31,1
GB,United Kingdom,2026-03-29,otk,24,1
GB,United Kingdom,2026-03-29,impact_play,3,1
GB,United Kingdom,2026-03-29,adult_corporal_punishment,0,1
GB,United Kingdom,2026-04-05,bdsm_general,73,1
GB,United Kingdom,2026-04-05,domestic_discipline,32,1
GB,United Kingdom,2026-04-05,spanking,32,3
GB,United Kingdom,2026-04-05,otk,24,1
GB,United Kingdom,2026-04-05,impact_play,3,1
GB,United Kingdom,2026-04-05,adult_corporal_punishment,0,1
NZ,New Zealand,2025-04-06,bdsm_general,84,1
NZ,New Zealand,2025-04-06,spanking,67,1
NZ,New Zealand,2025-04-06,adult_corporal_punishment,0,1
NZ,New Zealand,2025-04-06,impact_play,0,1
NZ,New Zealand,2025-04-06,otk,0,1
NZ,New Zealand,2025-04-13,bdsm_general,100,1
NZ,New Zealand,2025-04-13,spanking,45,1
NZ,New Zealand,2025-04-13,adult_corporal_punishment,0,1
NZ,New Zealand,2025-04-13,impact_play,0,1
NZ,New Zealand,2025-04-13,otk,0,1
NZ,New Zealand,2025-04-20,bdsm_general,100,1
NZ,New Zealand,2025-04-20,spanking,64,1
NZ,New Zealand,2025-04-20,adult_corporal_punishment,0,1
NZ,New Zealand,2025-04-20,impact_play,0,1
NZ,New Zealand,2025-04-20,otk,0,1
NZ,New Zealand,2025-04-27,bdsm_general,79,1
NZ,New Zealand,2025-04-27,spanking,43,1
NZ,New Zealand,2025-04-27,adult_corporal_punishment,0,1
NZ,New Zealand,2025-04-27,impact_play,0,1
NZ,New Zealand,2025-04-27,otk,0,1
NZ,New Zealand,2025-05-04,spanking,83,1
NZ,New Zealand,2025-05-04,bdsm_general,60,1
NZ,New Zealand,2025-05-04,adult_corporal_punishment,0,1
NZ,New Zealand,2025-05-04,impact_play,0,1
NZ,New Zealand,2025-05-04,otk,0,1
NZ,New Zealand,2025-05-11,bdsm_general,73,1
NZ,New Zealand,2025-05-11,spanking,44,1
NZ,New Zealand,2025-05-11,adult_corporal_punishment,0,1
NZ,New Zealand,2025-05-11,impact_play,0,1
NZ,New Zealand,2025-05-11,otk,0,1
NZ,New Zealand,2025-05-18,bdsm_general,75,1
NZ,New Zealand,2025-05-18,spanking,69,1
NZ,New Zealand,2025-05-18,adult_corporal_punishment,0,1
NZ,New Zealand,2025-05-18,impact_play,0,1
NZ,New Zealand,2025-05-18,otk,0,1
NZ,New Zealand,2025-05-25,bdsm_general,73,1
NZ,New Zealand,2025-05-25,spanking,55,1
NZ,New Zealand,2025-05-25,adult_corporal_punishment,0,1
NZ,New Zealand,2025-05-25,impact_play,0,1
NZ,New Zealand,2025-05-25,otk,0,1
NZ,New Zealand,2025-06-01,bdsm_general,82,1
NZ,New Zealand,2025-06-01,spanking,55,1
NZ,New Zealand,2025-06-01,adult_corporal_punishment,0,1
NZ,New Zealand,2025-06-01,impact_play,0,1
NZ,New Zealand,2025-06-01,otk,0,1
NZ,New Zealand,2025-06-08,bdsm_general,73,1
NZ,New Zealand,2025-06-08,spanking,62,1
NZ,New Zealand,2025-06-08,adult_corporal_punishment,0,1
NZ,New Zealand,2025-06-08,impact_play,0,1
NZ,New Zealand,2025-06-08,otk,0,1
NZ,New Zealand,2025-06-15,spanking,81,1
NZ,New Zealand,2025-06-15,bdsm_general,73,1
NZ,New Zealand,2025-06-15,otk,61,1
NZ,New Zealand,2025-06-15,adult_corporal_punishment,0,1
NZ,New Zealand,2025-06-15,impact_play,0,1
NZ,New Zealand,2025-06-22,bdsm_general,84,1
NZ,New Zealand,2025-06-22,spanking,61,1
NZ,New Zealand,2025-06-22,otk,57,1
NZ,New Zealand,2025-06-22,adult_corporal_punishment,0,1
NZ,New Zealand,2025-06-22,impact_play,0,1
NZ,New Zealand,2025-06-29,bdsm_general,90,1
NZ,New Zealand,2025-06-29,spanking,65,1
NZ,New Zealand,2025-06-29,adult_corporal_punishment,0,1
NZ,New Zealand,2025-06-29,impact_play,0,1
NZ,New Zealand,2025-06-29,otk,0,1
NZ,New Zealand,2025-07-06,bdsm_general,76,1
NZ,New Zealand,2025-07-06,spanking,74,1
NZ,New Zealand,2025-07-06,adult_corporal_punishment,0,1
NZ,New Zealand,2025-07-06,impact_play,0,1
NZ,New Zealand,2025-07-06,otk,0,1
NZ,New Zealand,2025-07-13,bdsm_general,83,1
NZ,New Zealand,2025-07-13,spanking,46,1
NZ,New Zealand,2025-07-13,adult_corporal_punishment,0,1
NZ,New Zealand,2025-07-13,impact_play,0,1
NZ,New Zealand,2025-07-13,otk,0,1
NZ,New Zealand,2025-07-20,bdsm_general,74,1
NZ,New Zealand,2025-07-20,spanking,41,1
NZ,New Zealand,2025-07-20,adult_corporal_punishment,0,1
NZ,New Zealand,2025-07-20,impact_play,0,1
NZ,New Zealand,2025-07-20,otk,0,1
NZ,New Zealand,2025-07-27,spanking,79,1
NZ,New Zealand,2025-07-27,bdsm_general,68,1
NZ,New Zealand,2025-07-27,adult_corporal_punishment,0,1
NZ,New Zealand,2025-07-27,impact_play,0,1
NZ,New Zealand,2025-07-27,otk,0,1
NZ,New Zealand,2025-08-03,bdsm_general,71,1
NZ,New Zealand,2025-08-03,spanking,44,1
NZ,New Zealand,2025-08-03,adult_corporal_punishment,0,1
NZ,New Zealand,2025-08-03,impact_play,0,1
NZ,New Zealand,2025-08-03,otk,0,1
NZ,New Zealand,2025-08-10,bdsm_general,72,1
NZ,New Zealand,2025-08-10,spanking,56,1
NZ,New Zealand,2025-08-10,adult_corporal_punishment,0,1
NZ,New Zealand,2025-08-10,impact_play,0,1
NZ,New Zealand,2025-08-10,otk,0,1
NZ,New Zealand,2025-08-17,bdsm_general,77,1
NZ,New Zealand,2025-08-17,adult_corporal_punishment,0,1
NZ,New Zealand,2025-08-17,impact_play,0,1
NZ,New Zealand,2025-08-17,otk,0,1
NZ,New Zealand,2025-08-17,spanking,0,1
NZ,New Zealand,2025-08-24,bdsm_general,68,1
NZ,New Zealand,2025-08-24,spanking,48,1
NZ,New Zealand,2025-08-24,adult_corporal_punishment,0,1
NZ,New Zealand,2025-08-24,impact_play,0,1
NZ,New Zealand,2025-08-24,otk,0,1
NZ,New Zealand,2025-08-31,spanking,76,1
NZ,New Zealand,2025-08-31,bdsm_general,69,1
NZ,New Zealand,2025-08-31,adult_corporal_punishment,0,1
NZ,New Zealand,2025-08-31,impact_play,0,1
NZ,New Zealand,2025-08-31,otk,0,1
NZ,New Zealand,2025-09-07,bdsm_general,84,1
NZ,New Zealand,2025-09-07,spanking,59,1
NZ,New Zealand,2025-09-07,adult_corporal_punishment,0,1
NZ,New Zealand,2025-09-07,impact_play,0,1
NZ,New Zealand,2025-09-07,otk,0,1
NZ,New Zealand,2025-09-14,bdsm_general,74,1
NZ,New Zealand,2025-09-14,spanking,74,1
NZ,New Zealand,2025-09-14,adult_corporal_punishment,0,1
NZ,New Zealand,2025-09-14,impact_play,0,1
NZ,New Zealand,2025-09-14,otk,0,1
NZ,New Zealand,2025-09-21,bdsm_general,82,1
NZ,New Zealand,2025-09-21,adult_corporal_punishment,0,1
NZ,New Zealand,2025-09-21,impact_play,0,1
NZ,New Zealand,2025-09-21,otk,0,1
NZ,New Zealand,2025-09-21,spanking,0,1
NZ,New Zealand,2025-09-28,bdsm_general,76,1
NZ,New Zealand,2025-09-28,spanking,73,1
NZ,New Zealand,2025-09-28,adult_corporal_punishment,0,1
NZ,New Zealand,2025-09-28,impact_play,0,1
NZ,New Zealand,2025-09-28,otk,0,1
NZ,New Zealand,2025-10-05,bdsm_general,65,1
NZ,New Zealand,2025-10-05,spanking,40,1
NZ,New Zealand,2025-10-05,adult_corporal_punishment,0,1
NZ,New Zealand,2025-10-05,impact_play,0,1
NZ,New Zealand,2025-10-05,otk,0,1
NZ,New Zealand,2025-10-12,bdsm_general,100,1
NZ,New Zealand,2025-10-12,spanking,100,1
NZ,New Zealand,2025-10-12,adult_corporal_punishment,0,1
NZ,New Zealand,2025-10-12,impact_play,0,1
NZ,New Zealand,2025-10-12,otk,0,1
NZ,New Zealand,2025-10-19,spanking,83,1
NZ,New Zealand,2025-10-19,bdsm_general,58,1
NZ,New Zealand,2025-10-19,adult_corporal_punishment,0,1
NZ,New Zealand,2025-10-19,impact_play,0,1
NZ,New Zealand,2025-10-19,otk,0,1
NZ,New Zealand,2025-10-26,otk,100,1
NZ,New Zealand,2025-10-26,bdsm_general,63,1
NZ,New Zealand,2025-10-26,spanking,56,1
NZ,New Zealand,2025-10-26,adult_corporal_punishment,0,1
NZ,New Zealand,2025-10-26,impact_play,0,1
NZ,New Zealand,2025-11-02,bdsm_general,75,1
NZ,New Zealand,2025-11-02,spanking,75,1
NZ,New Zealand,2025-11-02,adult_corporal_punishment,0,1
NZ,New Zealand,2025-11-02,impact_play,0,1
NZ,New Zealand,2025-11-02,otk,0,1
NZ,New Zealand,2025-11-09,bdsm_general,71,1
NZ,New Zealand,2025-11-09,spanking,70,1
NZ,New Zealand,2025-11-09,adult_corporal_punishment,0,1
NZ,New Zealand,2025-11-09,impact_play,0,1
NZ,New Zealand,2025-11-09,otk,0,1
NZ,New Zealand,2025-11-16,bdsm_general,69,1
NZ,New Zealand,2025-11-16,spanking,63,1
NZ,New Zealand,2025-11-16,adult_corporal_punishment,0,1
NZ,New Zealand,2025-11-16,impact_play,0,1
NZ,New Zealand,2025-11-16,otk,0,1
NZ,New Zealand,2025-11-23,spanking,75,1
NZ,New Zealand,2025-11-23,bdsm_general,70,1
NZ,New Zealand,2025-11-23,adult_corporal_punishment,0,1
NZ,New Zealand,2025-11-23,impact_play,0,1
NZ,New Zealand,2025-11-23,otk,0,1
NZ,New Zealand,2025-11-30,bdsm_general,72,1
NZ,New Zealand,2025-11-30,spanking,49,1
NZ,New Zealand,2025-11-30,adult_corporal_punishment,0,1
NZ,New Zealand,2025-11-30,impact_play,0,1
NZ,New Zealand,2025-11-30,otk,0,1
NZ,New Zealand,2025-12-07,bdsm_general,72,1
NZ,New Zealand,2025-12-07,spanking,64,1
NZ,New Zealand,2025-12-07,adult_corporal_punishment,0,1
NZ,New Zealand,2025-12-07,impact_play,0,1
NZ,New Zealand,2025-12-07,otk,0,1
NZ,New Zealand,2025-12-14,bdsm_general,78,1
NZ,New Zealand,2025-12-14,spanking,54,1
NZ,New Zealand,2025-12-14,adult_corporal_punishment,0,1
NZ,New Zealand,2025-12-14,impact_play,0,1
NZ,New Zealand,2025-12-14,otk,0,1
NZ,New Zealand,2025-12-21,spanking,90,1
NZ,New Zealand,2025-12-21,bdsm_general,75,1
NZ,New Zealand,2025-12-21,adult_corporal_punishment,0,1
NZ,New Zealand,2025-12-21,impact_play,0,1
NZ,New Zealand,2025-12-21,otk,0,1
NZ,New Zealand,2025-12-28,adult_corporal_punishment,100,1
NZ,New Zealand,2025-12-28,bdsm_general,91,1
NZ,New Zealand,2025-12-28,spanking,59,1
NZ,New Zealand,2025-12-28,impact_play,0,1
NZ,New Zealand,2025-12-28,otk,0,1
NZ,New Zealand,2026-01-04,bdsm_general,77,1
NZ,New Zealand,2026-01-04,spanking,65,1
NZ,New Zealand,2026-01-04,adult_corporal_punishment,0,1
NZ,New Zealand,2026-01-04,impact_play,0,1
NZ,New Zealand,2026-01-04,otk,0,1
NZ,New Zealand,2026-01-11,bdsm_general,70,1
NZ,New Zealand,2026-01-11,spanking,62,1
NZ,New Zealand,2026-01-11,adult_corporal_punishment,0,1
NZ,New Zealand,2026-01-11,impact_play,0,1
NZ,New Zealand,2026-01-11,otk,0,1
NZ,New Zealand,2026-01-18,bdsm_general,74,1
NZ,New Zealand,2026-01-18,spanking,40,1
NZ,New Zealand,2026-01-18,adult_corporal_punishment,0,1
NZ,New Zealand,2026-01-18,impact_play,0,1
NZ,New Zealand,2026-01-18,otk,0,1
NZ,New Zealand,2026-01-25,bdsm_general,80,1
NZ,New Zealand,2026-01-25,adult_corporal_punishment,0,1
NZ,New Zealand,2026-01-25,impact_play,0,1
NZ,New Zealand,2026-01-25,otk,0,1
NZ,New Zealand,2026-01-25,spanking,0,1
NZ,New Zealand,2026-02-01,impact_play,100,1
NZ,New Zealand,2026-02-01,bdsm_general,61,1
NZ,New Zealand,2026-02-01,spanking,43,1
NZ,New Zealand,2026-02-01,adult_corporal_punishment,0,1
NZ,New Zealand,2026-02-01,otk,0,1
NZ,New Zealand,2026-02-08,bdsm_general,68,1
NZ,New Zealand,2026-02-08,impact_play,57,1
NZ,New Zealand,2026-02-08,spanking,47,1
NZ,New Zealand,2026-02-08,adult_corporal_punishment,0,1
NZ,New Zealand,2026-02-08,otk,0,1
NZ,New Zealand,2026-02-15,bdsm_general,67,1
NZ,New Zealand,2026-02-15,impact_play,35,1
NZ,New Zealand,2026-02-15,adult_corporal_punishment,0,1
NZ,New Zealand,2026-02-15,otk,0,1
NZ,New Zealand,2026-02-15,spanking,0,1
NZ,New Zealand,2026-02-22,bdsm_general,61,1
NZ,New Zealand,2026-02-22,spanking,51,1
NZ,New Zealand,2026-02-22,impact_play,41,1
NZ,New Zealand,2026-02-22,adult_corporal_punishment,0,1
NZ,New Zealand,2026-02-22,otk,0,1
NZ,New Zealand,2026-03-01,bdsm_general,64,1
NZ,New Zealand,2026-03-01,spanking,49,1
NZ,New Zealand,2026-03-01,adult_corporal_punishment,0,1
NZ,New Zealand,2026-03-01,impact_play,0,1
NZ,New Zealand,2026-03-01,otk,0,1
NZ,New Zealand,2026-03-08,bdsm_general,79,1
NZ,New Zealand,2026-03-08,spanking,55,1
NZ,New Zealand,2026-03-08,impact_play,37,1
NZ,New Zealand,2026-03-08,adult_corporal_punishment,0,1
NZ,New Zealand,2026-03-08,otk,0,1
NZ,New Zealand,2026-03-15,bdsm_general,59,1
NZ,New Zealand,2026-03-15,adult_corporal_punishment,0,1
NZ,New Zealand,2026-03-15,impact_play,0,1
NZ,New Zealand,2026-03-15,otk,0,1
NZ,New Zealand,2026-03-15,spanking,0,1
NZ,New Zealand,2026-03-22,bdsm_general,84,1
NZ,New Zealand,2026-03-22,spanking,46,1
NZ,New Zealand,2026-03-22,otk,4,1
NZ,New Zealand,2026-03-22,adult_corporal_punishment,0,1
NZ,New Zealand,2026-03-22,impact_play,0,1
NZ,New Zealand,2026-03-29,bdsm_general,71,1
NZ,New Zealand,2026-03-29,spanking,47,1
NZ,New Zealand,2026-03-29,otk,15,1
NZ,New Zealand,2026-03-29,impact_play,11,1
NZ,New Zealand,2026-03-29,adult_corporal_punishment,0,1
NZ,New Zealand,2026-04-05,bdsm_general,71,1
NZ,New Zealand,2026-04-05,spanking,49,1
NZ,New Zealand,2026-04-05,impact_play,14,1
NZ,New Zealand,2026-04-05,otk,13,1
NZ,New Zealand,2026-04-05,adult_corporal_punishment,0,1
US,United States,2025-04-06,bdsm_general,81,1
US,United States,2025-04-06,domestic_discipline,68,1
US,United States,2025-04-06,spanking,54,3
US,United States,2025-04-06,otk,24,1
US,United States,2025-04-06,impact_play,8,1
US,United States,2025-04-06,adult_corporal_punishment,0,1
US,United States,2025-04-13,bdsm_general,82,1
US,United States,2025-04-13,spanking,51.333333333333336,3
US,United States,2025-04-13,domestic_discipline,42,1
US,United States,2025-04-13,otk,24,1
US,United States,2025-04-13,impact_play,8,1
US,United States,2025-04-13,adult_corporal_punishment,0,1
US,United States,2025-04-20,bdsm_general,99,1
US,United States,2025-04-20,spanking,54,3
US,United States,2025-04-20,domestic_discipline,50,1
US,United States,2025-04-20,otk,22,1
US,United States,2025-04-20,impact_play,11,1
US,United States,2025-04-20,adult_corporal_punishment,0,1
US,United States,2025-04-27,bdsm_general,89,1
US,United States,2025-04-27,domestic_discipline,56,1
US,United States,2025-04-27,spanking,55.666666666666664,3
US,United States,2025-04-27,otk,27,1
US,United States,2025-04-27,impact_play,13,1
US,United States,2025-04-27,adult_corporal_punishment,0,1
US,United States,2025-05-04,bdsm_general,85,1
US,United States,2025-05-04,domestic_discipline,68,1
US,United States,2025-05-04,spanking,28.333333333333332,3
US,United States,2025-05-04,otk,24,1
US,United States,2025-05-04,impact_play,13,1
US,United States,2025-05-04,adult_corporal_punishment,0,1
US,United States,2025-05-11,bdsm_general,81,1
US,United States,2025-05-11,domestic_discipline,41,1
US,United States,2025-05-11,spanking,28.333333333333332,3
US,United States,2025-05-11,otk,25,1
US,United States,2025-05-11,impact_play,12,1
US,United States,2025-05-11,adult_corporal_punishment,0,1
US,United States,2025-05-18,bdsm_general,83,1
US,United States,2025-05-18,spanking,48.666666666666664,3
US,United States,2025-05-18,domestic_discipline,37,1
US,United States,2025-05-18,otk,25,1
US,United States,2025-05-18,impact_play,9,1
US,United States,2025-05-18,adult_corporal_punishment,0,1
US,United States,2025-05-25,bdsm_general,92,1
US,United States,2025-05-25,otk,40,1
US,United States,2025-05-25,domestic_discipline,35,1
US,United States,2025-05-25,spanking,30.666666666666668,3
US,United States,2025-05-25,impact_play,6,1
US,United States,2025-05-25,adult_corporal_punishment,0,1
US,United States,2025-06-01,bdsm_general,86,1
US,United States,2025-06-01,spanking,49.666666666666664,3
US,United States,2025-06-01,domestic_discipline,35,1
US,United States,2025-06-01,otk,32,1
US,United States,2025-06-01,impact_play,7,1
US,United States,2025-06-01,adult_corporal_punishment,0,1
US,United States,2025-06-08,bdsm_general,86,1
US,United States,2025-06-08,domestic_discipline,42,1
US,United States,2025-06-08,otk,33,1
US,United States,2025-06-08,spanking,28.333333333333332,3
US,United States,2025-06-08,impact_play,6,1
US,United States,2025-06-08,adult_corporal_punishment,0,1
US,United States,2025-06-15,bdsm_general,90,1
US,United States,2025-06-15,domestic_discipline,58,1
US,United States,2025-06-15,otk,34,1
US,United States,2025-06-15,spanking,29.666666666666668,3
US,United States,2025-06-15,impact_play,6,1
US,United States,2025-06-15,adult_corporal_punishment,0,1
US,United States,2025-06-22,bdsm_general,100,1
US,United States,2025-06-22,domestic_discipline,43,1
US,United States,2025-06-22,spanking,28.666666666666668,3
US,United States,2025-06-22,otk,26,1
US,United States,2025-06-22,impact_play,6,1
US,United States,2025-06-22,adult_corporal_punishment,0,1
US,United States,2025-06-29,bdsm_general,90,1
US,United States,2025-06-29,domestic_discipline,62,1
US,United States,2025-06-29,otk,32,1
US,United States,2025-06-29,spanking,29.666666666666668,3
US,United States,2025-06-29,impact_play,6,1
US,United States,2025-06-29,adult_corporal_punishment,0,1
US,United States,2025-07-06,bdsm_general,93,1
US,United States,2025-07-06,domestic_discipline,52,1
US,United States,2025-07-06,otk,31,1
US,United States,2025-07-06,spanking,30.666666666666668,3
US,United States,2025-07-06,impact_play,6,1
US,United States,2025-07-06,adult_corporal_punishment,0,1
US,United States,2025-07-13,bdsm_general,87,1
US,United States,2025-07-13,spanking,50.333333333333336,3
US,United States,2025-07-13,domestic_discipline,34,1
US,United States,2025-07-13,otk,28,1
US,United States,2025-07-13,impact_play,7,1
US,United States,2025-07-13,adult_corporal_punishment,0,1
US,United States,2025-07-20,bdsm_general,95,1
US,United States,2025-07-20,domestic_discipline,62,1
US,United States,2025-07-20,otk,39,1
US,United States,2025-07-20,spanking,29.666666666666668,3
US,United States,2025-07-20,impact_play,9,1
US,United States,2025-07-20,adult_corporal_punishment,0,1
US,United States,2025-07-27,bdsm_general,95,1
US,United States,2025-07-27,domestic_discipline,37,1
US,United States,2025-07-27,otk,36,1
US,United States,2025-07-27,spanking,29.666666666666668,3
US,United States,2025-07-27,impact_play,13,1
US,United States,2025-07-27,adult_corporal_punishment,0,1
US,United States,2025-08-03,bdsm_general,93,1
US,United States,2025-08-03,domestic_discipline,36,1
US,United States,2025-08-03,spanking,30,3
US,United States,2025-08-03,otk,27,1
US,United States,2025-08-03,impact_play,7,1
US,United States,2025-08-03,adult_corporal_punishment,0,1
US,United States,2025-08-10,bdsm_general,90,1
US,United States,2025-08-10,spanking,52,3
US,United States,2025-08-10,domestic_discipline,41,1
US,United States,2025-08-10,otk,28,1
US,United States,2025-08-10,impact_play,6,1
US,United States,2025-08-10,adult_corporal_punishment,0,1
US,United States,2025-08-17,bdsm_general,84,1
US,United States,2025-08-17,domestic_discipline,52,1
US,United States,2025-08-17,spanking,30,3
US,United States,2025-08-17,otk,22,1
US,United States,2025-08-17,impact_play,6,1
US,United States,2025-08-17,adult_corporal_punishment,0,1
US,United States,2025-08-24,bdsm_general,80,1
US,United States,2025-08-24,spanking,58,3
US,United States,2025-08-24,domestic_discipline,50,1
US,United States,2025-08-24,otk,31,1
US,United States,2025-08-24,impact_play,7,1
US,United States,2025-08-24,adult_corporal_punishment,0,1
US,United States,2025-08-31,bdsm_general,87,1
US,United States,2025-08-31,domestic_discipline,63,1
US,United States,2025-08-31,spanking,28.666666666666668,3
US,United States,2025-08-31,otk,23,1
US,United States,2025-08-31,impact_play,7,1
US,United States,2025-08-31,adult_corporal_punishment,0,1
US,United States,2025-09-07,bdsm_general,73,1
US,United States,2025-09-07,domestic_discipline,36,1
US,United States,2025-09-07,spanking,26.666666666666668,3
US,United States,2025-09-07,otk,20,1
US,United States,2025-09-07,impact_play,8,1
US,United States,2025-09-07,adult_corporal_punishment,0,1
US,United States,2025-09-14,bdsm_general,76,1
US,United States,2025-09-14,spanking,47.333333333333336,3
US,United States,2025-09-14,domestic_discipline,37,1
US,United States,2025-09-14,otk,21,1
US,United States,2025-09-14,impact_play,9,1
US,United States,2025-09-14,adult_corporal_punishment,0,1
US,United States,2025-09-21,bdsm_general,81,1
US,United States,2025-09-21,domestic_discipline,48,1
US,United States,2025-09-21,spanking,27,3
US,United States,2025-09-21,otk,21,1
US,United States,2025-09-21,impact_play,10,1
US,United States,2025-09-21,adult_corporal_punishment,0,1
US,United States,2025-09-28,bdsm_general,76,1
US,United States,2025-09-28,domestic_discipline,50,1
US,United States,2025-09-28,spanking,27.333333333333332,3
US,United States,2025-09-28,otk,19,1
US,United States,2025-09-28,impact_play,9,1
US,United States,2025-09-28,adult_corporal_punishment,0,1
US,United States,2025-10-05,bdsm_general,80,1
US,United States,2025-10-05,spanking,57.333333333333336,3
US,United States,2025-10-05,domestic_discipline,42,1
US,United States,2025-10-05,otk,20,1
US,United States,2025-10-05,impact_play,8,1
US,United States,2025-10-05,adult_corporal_punishment,0,1
US,United States,2025-10-12,bdsm_general,80,1
US,United States,2025-10-12,domestic_discipline,53,1
US,United States,2025-10-12,otk,28,1
US,United States,2025-10-12,spanking,27.666666666666668,3
US,United States,2025-10-12,impact_play,8,1
US,United States,2025-10-12,adult_corporal_punishment,0,1
US,United States,2025-10-19,bdsm_general,82,1
US,United States,2025-10-19,domestic_discipline,73,1
US,United States,2025-10-19,otk,30,1
US,United States,2025-10-19,spanking,28.333333333333332,3
US,United States,2025-10-19,impact_play,8,1
US,United States,2025-10-19,adult_corporal_punishment,0,1
US,United States,2025-10-26,otk,100,1
US,United States,2025-10-26,bdsm_general,78,1
US,United States,2025-10-26,spanking,48.666666666666664,3
US,United States,2025-10-26,domestic_discipline,43,1
US,United States,2025-10-26,impact_play,10,1
US,United States,2025-10-26,adult_corporal_punishment,0,1
US,United States,2025-11-02,bdsm_general,79,1
US,United States,2025-11-02,domestic_discipline,64,1
US,United States,2025-11-02,spanking,59.333333333333336,3
US,United States,2025-11-02,otk,35,1
US,United States,2025-11-02,impact_play,11,1
US,United States,2025-11-02,adult_corporal_punishment,0,1
US,United States,2025-11-09,adult_corporal_punishment,100,1
US,United States,2025-11-09,bdsm_general,80,1
US,United States,2025-11-09,domestic_discipline,45,1
US,United States,2025-11-09,spanking,27.666666666666668,3
US,United States,2025-11-09,otk,21,1
US,United States,2025-11-09,impact_play,12,1
US,United States,2025-11-16,bdsm_general,81,1
US,United States,2025-11-16,domestic_discipline,68,1
US,United States,2025-11-16,spanking,30,3
US,United States,2025-11-16,otk,26,1
US,United States,2025-11-16,impact_play,12,1
US,United States,2025-11-16,adult_corporal_punishment,0,1
US,United States,2025-11-23,bdsm_general,79,1
US,United States,2025-11-23,domestic_discipline,57,1
US,United States,2025-11-23,spanking,29,3
US,United States,2025-11-23,otk,26,1
US,United States,2025-11-23,impact_play,8,1
US,United States,2025-11-23,adult_corporal_punishment,0,1
US,United States,2025-11-30,bdsm_general,83,1
US,United States,2025-11-30,domestic_discipline,57,1
US,United States,2025-11-30,spanking,28.333333333333332,3
US,United States,2025-11-30,otk,22,1
US,United States,2025-11-30,impact_play,13,1
US,United States,2025-11-30,adult_corporal_punishment,0,1
US,United States,2025-12-07,domestic_discipline,73,1
US,United States,2025-12-07,bdsm_general,72,1
US,United States,2025-12-07,spanking,46.333333333333336,3
US,United States,2025-12-07,otk,21,1
US,United States,2025-12-07,impact_play,14,1
US,United States,2025-12-07,adult_corporal_punishment,0,1
US,United States,2025-12-14,bdsm_general,79,1
US,United States,2025-12-14,domestic_discipline,63,1
US,United States,2025-12-14,spanking,45.666666666666664,3
US,United States,2025-12-14,otk,21,1
US,United States,2025-12-14,impact_play,11,1
US,United States,2025-12-14,adult_corporal_punishment,0,1
US,United States,2025-12-21,bdsm_general,86,1
US,United States,2025-12-21,domestic_discipline,43,1
US,United States,2025-12-21,spanking,30.333333333333332,3
US,United States,2025-12-21,otk,23,1
US,United States,2025-12-21,impact_play,6,1
US,United States,2025-12-21,adult_corporal_punishment,0,1
US,United States,2025-12-28,bdsm_general,96,1
US,United States,2025-12-28,domestic_discipline,52,1
US,United States,2025-12-28,spanking,33.333333333333336,3
US,United States,2025-12-28,otk,28,1
US,United States,2025-12-28,impact_play,7,1
US,United States,2025-12-28,adult_corporal_punishment,0,1
US,United States,2026-01-04,bdsm_general,84,1
US,United States,2026-01-04,domestic_discipline,52,1
US,United States,2026-01-04,spanking,28.666666666666668,3
US,United States,2026-01-04,otk,20,1
US,United States,2026-01-04,impact_play,10,1
