scrape_date,source,country_code,country_name,region,query_term,timeframe,interest_score,interest_score_raw,hits,keyword,geo,gprop
2026-04-11,google_trends_region,US,United States,Florida,bdsm,today 12-m,70,70,70,bdsm,US,web
2026-04-11,google_trends_region,US,United States,Connecticut,bdsm,today 12-m,68,68,68,bdsm,US,web
2026-04-11,google_trends_region,US,United States,New Jersey,bdsm,today 12-m,68,68,68,bdsm,US,web
2026-04-11,google_trends_region,US,United States,New Mexico,bdsm,today 12-m,68,68,68,bdsm,US,web
2026-04-11,google_trends_region,US,United States,Texas,bdsm,today 12-m,67,67,67,bdsm,US,web
2026-04-11,google_trends_region,US,United States,Mississippi,bdsm,today 12-m,66,66,66,bdsm,US,web
2026-04-11,google_trends_region,US,United States,South Dakota,bdsm,today 12-m,65,65,65,bdsm,US,web
2026-04-11,google_trends_region,US,United States,District of Columbia,bdsm,today 12-m,61,61,61,bdsm,US,web
2026-04-11,google_trends_region,US,United States,Hawaii,bdsm,today 12-m,61,61,61,bdsm,US,web
2026-04-11,google_trends_region,US,United States,Wyoming,domestic discipline,today 12-m,100,100,100,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,New Mexico,domestic discipline,today 12-m,38,38,38,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Arkansas,domestic discipline,today 12-m,38,38,38,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,New Hampshire,domestic discipline,today 12-m,38,38,38,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Kansas,domestic discipline,today 12-m,28,28,28,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Oklahoma,domestic discipline,today 12-m,28,28,28,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Washington,domestic discipline,today 12-m,23,23,23,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Massachusetts,domestic discipline,today 12-m,23,23,23,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Indiana,domestic discipline,today 12-m,23,23,23,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Oregon,domestic discipline,today 12-m,19,19,19,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Alabama,domestic discipline,today 12-m,19,19,19,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Pennsylvania,domestic discipline,today 12-m,19,19,19,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Maryland,domestic discipline,today 12-m,19,19,19,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Missouri,domestic discipline,today 12-m,19,19,19,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Georgia,domestic discipline,today 12-m,19,19,19,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Michigan,domestic discipline,today 12-m,19,19,19,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Illinois,domestic discipline,today 12-m,19,19,19,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Ohio,domestic discipline,today 12-m,19,19,19,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Tennessee,domestic discipline,today 12-m,14,14,14,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Arizona,domestic discipline,today 12-m,14,14,14,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,New York,domestic discipline,today 12-m,14,14,14,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,New Jersey,domestic discipline,today 12-m,14,14,14,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Virginia,domestic discipline,today 12-m,14,14,14,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,South Carolina,domestic discipline,today 12-m,14,14,14,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Kentucky,domestic discipline,today 12-m,14,14,14,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Texas,domestic discipline,today 12-m,14,14,14,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Florida,domestic discipline,today 12-m,14,14,14,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Louisiana,domestic discipline,today 12-m,14,14,14,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,California,domestic discipline,today 12-m,14,14,14,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,North Carolina,domestic discipline,today 12-m,14,14,14,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Wisconsin,domestic discipline,today 12-m,14,14,14,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Colorado,domestic discipline,today 12-m,9,9,9,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Minnesota,domestic discipline,today 12-m,9,9,9,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Utah,domestic discipline,today 12-m,9,9,9,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Connecticut,domestic discipline,today 12-m,9,9,9,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Mississippi,domestic discipline,today 12-m,NA,NA,NA,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Nevada,domestic discipline,today 12-m,NA,NA,NA,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Nebraska,domestic discipline,today 12-m,NA,NA,NA,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,North Dakota,domestic discipline,today 12-m,NA,NA,NA,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Rhode Island,domestic discipline,today 12-m,NA,NA,NA,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Montana,domestic discipline,today 12-m,NA,NA,NA,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,South Dakota,domestic discipline,today 12-m,NA,NA,NA,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Maine,domestic discipline,today 12-m,NA,NA,NA,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Idaho,domestic discipline,today 12-m,NA,NA,NA,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Iowa,domestic discipline,today 12-m,NA,NA,NA,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Hawaii,domestic discipline,today 12-m,NA,NA,NA,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Vermont,domestic discipline,today 12-m,NA,NA,NA,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Delaware,domestic discipline,today 12-m,NA,NA,NA,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,District of Columbia,domestic discipline,today 12-m,NA,NA,NA,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,West Virginia,domestic discipline,today 12-m,NA,NA,NA,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Alaska,domestic discipline,today 12-m,NA,NA,NA,domestic discipline,US,web
2026-04-11,google_trends_region,US,United States,Rhode Island,otk,today 12-m,100,100,100,otk,US,web
2026-04-11,google_trends_region,US,United States,Wisconsin,otk,today 12-m,83,83,83,otk,US,web
2026-04-11,google_trends_region,US,United States,Arizona,otk,today 12-m,83,83,83,otk,US,web
2026-04-11,google_trends_region,US,United States,Indiana,otk,today 12-m,83,83,83,otk,US,web
2026-04-11,google_trends_region,US,United States,Missouri,otk,today 12-m,80,80,80,otk,US,web
2026-04-11,google_trends_region,US,United States,Washington,otk,today 12-m,80,80,80,otk,US,web
2026-04-11,google_trends_region,US,United States,Michigan,otk,today 12-m,78,78,78,otk,US,web
2026-04-11,google_trends_region,US,United States,Massachusetts,otk,today 12-m,78,78,78,otk,US,web
2026-04-11,google_trends_region,US,United States,Pennsylvania,otk,today 12-m,76,76,76,otk,US,web
2026-04-11,google_trends_region,US,United States,Oregon,otk,today 12-m,76,76,76,otk,US,web
2026-04-11,google_trends_region,US,United States,Nevada,otk,today 12-m,76,76,76,otk,US,web
2026-04-11,google_trends_region,US,United States,New Jersey,otk,today 12-m,76,76,76,otk,US,web
2026-04-11,google_trends_region,US,United States,Ohio,otk,today 12-m,71,71,71,otk,US,web
2026-04-11,google_trends_region,US,United States,New York,otk,today 12-m,71,71,71,otk,US,web
2026-04-11,google_trends_region,US,United States,Arkansas,otk,today 12-m,71,71,71,otk,US,web
2026-04-11,google_trends_region,US,United States,West Virginia,otk,today 12-m,71,71,71,otk,US,web
2026-04-11,google_trends_region,US,United States,Maine,otk,today 12-m,71,71,71,otk,US,web
2026-04-11,google_trends_region,US,United States,Delaware,otk,today 12-m,71,71,71,otk,US,web
2026-04-11,google_trends_region,US,United States,Illinois,otk,today 12-m,71,71,71,otk,US,web
2026-04-11,google_trends_region,US,United States,California,otk,today 12-m,71,71,71,otk,US,web
2026-04-11,google_trends_region,US,United States,Maryland,otk,today 12-m,69,69,69,otk,US,web
2026-04-11,google_trends_region,US,United States,Virginia,otk,today 12-m,69,69,69,otk,US,web
2026-04-11,google_trends_region,US,United States,New Hampshire,otk,today 12-m,66,66,66,otk,US,web
2026-04-11,google_trends_region,US,United States,Minnesota,otk,today 12-m,66,66,66,otk,US,web
2026-04-11,google_trends_region,US,United States,Kentucky,otk,today 12-m,66,66,66,otk,US,web
2026-04-11,google_trends_region,US,United States,Utah,otk,today 12-m,66,66,66,otk,US,web
2026-04-11,google_trends_region,US,United States,Connecticut,otk,today 12-m,66,66,66,otk,US,web
2026-04-11,google_trends_region,US,United States,Georgia,otk,today 12-m,64,64,64,otk,US,web
2026-04-11,google_trends_region,US,United States,Vermont,otk,today 12-m,64,64,64,otk,US,web
2026-04-11,google_trends_region,US,United States,Florida,otk,today 12-m,64,64,64,otk,US,web
2026-04-11,google_trends_region,US,United States,Hawaii,otk,today 12-m,61,61,61,otk,US,web
2026-04-11,google_trends_region,US,United States,North Carolina,otk,today 12-m,61,61,61,otk,US,web
2026-04-11,google_trends_region,US,United States,Oklahoma,otk,today 12-m,59,59,59,otk,US,web
2026-04-11,google_trends_region,US,United States,Texas,otk,today 12-m,59,59,59,otk,US,web
2026-04-11,google_trends_region,US,United States,Alabama,otk,today 12-m,59,59,59,otk,US,web
2026-04-11,google_trends_region,US,United States,Tennessee,otk,today 12-m,59,59,59,otk,US,web
2026-04-11,google_trends_region,US,United States,Iowa,otk,today 12-m,59,59,59,otk,US,web
2026-04-11,google_trends_region,US,United States,New Mexico,otk,today 12-m,59,59,59,otk,US,web
2026-04-11,google_trends_region,US,United States,South Carolina,otk,today 12-m,57,57,57,otk,US,web
2026-04-11,google_trends_region,US,United States,Idaho,otk,today 12-m,57,57,57,otk,US,web
2026-04-11,google_trends_region,US,United States,Colorado,otk,today 12-m,57,57,57,otk,US,web
2026-04-11,google_trends_region,US,United States,Montana,otk,today 12-m,57,57,57,otk,US,web
2026-04-11,google_trends_region,US,United States,Nebraska,otk,today 12-m,54,54,54,otk,US,web
2026-04-11,google_trends_region,US,United States,Wyoming,otk,today 12-m,52,52,52,otk,US,web
2026-04-11,google_trends_region,US,United States,North Dakota,otk,today 12-m,50,50,50,otk,US,web
2026-04-11,google_trends_region,US,United States,Kansas,otk,today 12-m,47,47,47,otk,US,web
2026-04-11,google_trends_region,US,United States,Mississippi,otk,today 12-m,47,47,47,otk,US,web
2026-04-11,google_trends_region,US,United States,Louisiana,otk,today 12-m,47,47,47,otk,US,web
2026-04-11,google_trends_region,US,United States,District of Columbia,otk,today 12-m,45,45,45,otk,US,web
2026-04-11,google_trends_region,US,United States,Alaska,otk,today 12-m,42,42,42,otk,US,web
2026-04-11,google_trends_region,US,United States,South Dakota,otk,today 12-m,35,35,35,otk,US,web
2026-04-11,google_trends_region,US,United States,Arizona,adult corporal punishment,today 12-m,100,100,100,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,New York,adult corporal punishment,today 12-m,100,100,100,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Alaska,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Wyoming,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,California,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Colorado,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Connecticut,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,District of Columbia,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Delaware,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Florida,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Georgia,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Hawaii,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Iowa,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Idaho,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Illinois,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Indiana,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Kansas,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Kentucky,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Louisiana,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Massachusetts,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Maryland,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Maine,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Michigan,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Minnesota,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Missouri,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Mississippi,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Montana,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,North Carolina,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,North Dakota,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Nebraska,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,New Hampshire,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,New Jersey,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,New Mexico,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Nevada,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Alabama,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Ohio,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Oklahoma,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Oregon,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Pennsylvania,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Rhode Island,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,South Carolina,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,South Dakota,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Tennessee,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Texas,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Utah,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Virginia,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Vermont,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Washington,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Wisconsin,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,West Virginia,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Arkansas,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,US,web
2026-04-11,google_trends_region,US,United States,Illinois,spanking only,today 12-m,100,100,100,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Arizona,spanking only,today 12-m,100,100,100,spanking only,US,web
2026-04-11,google_trends_region,US,United States,New York,spanking only,today 12-m,50,50,50,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Georgia,spanking only,today 12-m,50,50,50,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Michigan,spanking only,today 12-m,50,50,50,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Pennsylvania,spanking only,today 12-m,50,50,50,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Missouri,spanking only,today 12-m,50,50,50,spanking only,US,web
2026-04-11,google_trends_region,US,United States,North Carolina,spanking only,today 12-m,50,50,50,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Texas,spanking only,today 12-m,50,50,50,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Florida,spanking only,today 12-m,50,50,50,spanking only,US,web
2026-04-11,google_trends_region,US,United States,New Jersey,spanking only,today 12-m,50,50,50,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Massachusetts,spanking only,today 12-m,50,50,50,spanking only,US,web
2026-04-11,google_trends_region,US,United States,California,spanking only,today 12-m,50,50,50,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Ohio,spanking only,today 12-m,50,50,50,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Alabama,spanking only,today 12-m,0.5,<1,<1,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Alaska,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Wyoming,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Kentucky,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Louisiana,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Indiana,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Maryland,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Maine,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Idaho,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Minnesota,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Iowa,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Mississippi,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Montana,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Hawaii,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,North Dakota,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Nebraska,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,New Hampshire,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Delaware,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,New Mexico,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Nevada,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,District of Columbia,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Connecticut,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Oklahoma,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Oregon,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Colorado,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Rhode Island,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,South Carolina,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,South Dakota,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Tennessee,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Arkansas,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Utah,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Virginia,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Vermont,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Washington,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Wisconsin,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,West Virginia,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,US,United States,Kansas,spanking only,today 12-m,NA,NA,NA,spanking only,US,web
2026-04-11,google_trends_region,NZ,New Zealand,Marlborough,spanking,today 12-m,100,100,100,spanking,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Tasman,spanking,today 12-m,44,44,44,spanking,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Nelson,spanking,today 12-m,31,31,31,spanking,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Taranaki,spanking,today 12-m,29,29,29,spanking,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Southland,spanking,today 12-m,27,27,27,spanking,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Wellington,spanking,today 12-m,26,26,26,spanking,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Northland,spanking,today 12-m,22,22,22,spanking,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Otago,spanking,today 12-m,22,22,22,spanking,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Canterbury,spanking,today 12-m,21,21,21,spanking,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Auckland,spanking,today 12-m,20,20,20,spanking,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Waikato,spanking,today 12-m,20,20,20,spanking,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Bay Of Plenty,spanking,today 12-m,19,19,19,spanking,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Manawatu-Wanganui,spanking,today 12-m,13,13,13,spanking,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Hawke's Bay,spanking,today 12-m,12,12,12,spanking,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Chatham Islands,spanking,today 12-m,NA,NA,NA,spanking,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Gisborne,spanking,today 12-m,NA,NA,NA,spanking,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,West Coast,spanking,today 12-m,NA,NA,NA,spanking,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Manawatu-Wanganui,impact play,today 12-m,100,100,100,impact play,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Auckland,impact play,today 12-m,87,87,87,impact play,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Otago,impact play,today 12-m,85,85,85,impact play,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Wellington,impact play,today 12-m,68,68,68,impact play,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Waikato,impact play,today 12-m,58,58,58,impact play,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Canterbury,impact play,today 12-m,55,55,55,impact play,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Bay Of Plenty,impact play,today 12-m,NA,NA,NA,impact play,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Chatham Islands,impact play,today 12-m,NA,NA,NA,impact play,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Gisborne,impact play,today 12-m,NA,NA,NA,impact play,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Hawke's Bay,impact play,today 12-m,NA,NA,NA,impact play,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Marlborough,impact play,today 12-m,NA,NA,NA,impact play,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Nelson,impact play,today 12-m,NA,NA,NA,impact play,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Northland,impact play,today 12-m,NA,NA,NA,impact play,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Southland,impact play,today 12-m,NA,NA,NA,impact play,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Tasman,impact play,today 12-m,NA,NA,NA,impact play,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Taranaki,impact play,today 12-m,NA,NA,NA,impact play,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,West Coast,impact play,today 12-m,NA,NA,NA,impact play,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,West Coast,bdsm,today 12-m,100,100,100,bdsm,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Marlborough,bdsm,today 12-m,77,77,77,bdsm,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Nelson,bdsm,today 12-m,69,69,69,bdsm,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Bay Of Plenty,bdsm,today 12-m,59,59,59,bdsm,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Otago,bdsm,today 12-m,57,57,57,bdsm,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Tasman,bdsm,today 12-m,56,56,56,bdsm,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Manawatu-Wanganui,bdsm,today 12-m,53,53,53,bdsm,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Wellington,bdsm,today 12-m,52,52,52,bdsm,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Waikato,bdsm,today 12-m,51,51,51,bdsm,NZ,web
